Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Dist.,%_of_FGA_by_Distance_2P,%_of_FGA_by_Distance_0-3,%_of_FGA_by_Distance_3-10,%_of_FGA_by_Distance_10-16,%_of_FGA_by_Distance_16-3P,%_of_FGA_by_Distance_3P,FG%_by_Distance_2P,FG%_by_Distance_0-3,FG%_by_Distance_3-10,FG%_by_Distance_10-16,FG%_by_Distance_16-3P,FG%_by_Distance_3P,%_of_FG_Ast'd_2P,%_of_FG_Ast'd_3P,Dunks_%FGA,Dunks_#,Corner_3s_%3PA,Corner_3s_3P%,1/2_Court_Att.,1/2_Court_Md.,-additional_-9999,Trp-Dbl,Season
128.0,Christian Braun,24.0,DEN,SG,11.0,11.0,325.0,12.7,0.569,0.289,0.299,6.6,9.6,8.2,13.1,1.3,0.9,11.3,16.1,0.4,0.4,0.8,0.122,-1.2,-0.5,-1.6,0.0,,braunch01,4.4,8.8,0.495,0.5,2.5,0.214,3.8,6.3,0.609,0.526,2.1,2.6,0.793,1.6,2.7,4.4,3.0,0.8,0.3,1.3,2.2,11.4,10.5,0.711,0.433,0.206,0.01,0.062,0.289,0.609,0.667,0.55,1.0,0.333,0.214,0.762,1.0,0.103,9.0,0.107,0.667,0.0,0.0,braunch01,0.0,2025-26
129.0,Tristan Da Silva,24.0,ORL,SF,14.0,2.0,324.0,15.9,0.629,0.58,0.202,4.6,13.7,9.3,6.7,1.9,0.8,8.5,18.4,0.5,0.4,0.9,0.136,2.2,0.5,2.7,0.4,,dasiltr01,4.1,8.5,0.487,2.0,4.9,0.406,2.1,3.6,0.6,0.605,1.4,1.7,0.792,0.9,2.9,3.9,1.0,0.9,0.2,0.9,0.9,11.6,16.9,0.42,0.151,0.202,0.059,0.008,0.58,0.6,0.722,0.583,0.286,1.0,0.406,0.533,0.964,0.05,4.0,0.319,0.5,0.0,0.0,dasiltr01,0.0,2025-26
130.0,Derrick Jones Jr.,28.0,LAC,SF,13.0,13.0,324.0,14.8,0.652,0.5,0.304,4.1,7.0,5.6,6.5,1.7,4.6,8.7,15.6,0.5,0.1,0.7,0.103,0.5,-0.4,0.2,0.2,,jonesde02,3.8,7.1,0.533,1.2,3.5,0.348,2.5,3.5,0.717,0.62,1.7,2.2,0.786,0.8,1.5,2.4,1.1,0.8,1.2,0.8,2.0,10.5,14.5,0.5,0.239,0.228,0.011,0.022,0.5,0.717,0.955,0.476,1.0,0.5,0.348,0.727,1.0,0.152,14.0,0.435,0.3,0.0,0.0,jonesde02,0.0,2025-26
131.0,Marcus Smart,31.0,LAL,SG,11.0,9.0,321.0,10.3,0.554,0.598,0.368,2.3,7.0,4.8,15.3,3.6,0.6,20.5,17.0,-0.1,0.4,0.3,0.049,-3.7,1.1,-2.6,-0.1,,smartma01,3.2,7.9,0.402,1.1,4.7,0.231,2.1,3.2,0.657,0.471,2.7,2.9,0.938,0.5,1.8,2.4,3.4,2.2,0.2,2.4,3.0,10.2,18.3,0.402,0.126,0.126,0.103,0.046,0.598,0.657,0.727,0.818,0.444,0.5,0.231,0.478,0.833,0.0,0.0,0.192,0.3,0.0,0.0,smartma01,0.0,2025-26
132.0,De'Andre Hunter,28.0,CLE,SF,11.0,11.0,320.0,15.2,0.564,0.487,0.318,2.2,16.1,8.8,16.0,1.2,0.9,9.3,24.4,0.4,0.3,0.7,0.102,0.4,-0.5,-0.1,0.2,,huntede01,6.2,14.0,0.442,1.9,6.8,0.28,4.3,7.2,0.595,0.51,3.7,4.5,0.837,0.6,4.1,4.7,3.1,0.7,0.3,1.6,2.5,18.0,17.1,0.513,0.117,0.162,0.175,0.058,0.487,0.595,0.778,0.52,0.519,0.667,0.28,0.574,0.81,0.032,4.0,0.187,0.214,0.0,0.0,huntede01,0.0,2025-26
133.0,Kevin Huerter,27.0,CHI,SF,12.0,3.0,319.0,15.5,0.597,0.441,0.228,3.2,13.3,8.5,15.9,1.8,3.1,12.5,20.9,0.3,0.3,0.6,0.092,0.1,0.4,0.6,0.2,,huertke01,5.3,10.6,0.496,1.4,4.7,0.304,3.8,5.9,0.648,0.563,2.0,2.4,0.828,0.8,3.5,4.3,2.9,1.0,1.0,1.7,2.7,13.9,13.1,0.559,0.331,0.189,0.039,0.0,0.441,0.648,0.762,0.5,0.4,,0.304,0.674,1.0,0.031,4.0,0.25,0.429,0.0,0.0,huertke01,0.0,2025-26
134.0,Jalen Duren,22.0,DET,C,11.0,11.0,319.0,26.4,0.705,0.0,0.613,16.5,27.2,21.9,8.7,1.8,4.0,15.2,22.7,1.1,0.7,1.7,0.262,3.4,0.6,4.0,0.5,,durenja01,7.0,10.8,0.647,0.0,0.0,,7.0,10.8,0.647,0.647,5.4,6.6,0.808,4.5,7.5,12.0,1.6,1.1,1.2,2.5,3.4,19.4,3.4,1.0,0.471,0.504,0.0,0.025,0.0,0.647,0.696,0.6,,0.667,,0.649,,0.336,37.0,,,0.0,0.0,durenja01,0.0,2025-26
135.0,Ryan Kalkbrenner,24.0,CHO,C,12.0,12.0,318.0,19.3,0.83,0.015,0.258,15.1,14.5,14.8,2.3,1.8,7.5,21.4,12.2,0.7,0.4,1.0,0.154,0.3,0.9,1.2,0.3,,kalkbry01,4.5,5.5,0.818,0.0,0.1,0.0,4.5,5.4,0.831,0.818,1.2,1.4,0.824,3.4,3.4,6.8,0.4,1.0,2.3,1.7,2.3,10.2,2.3,0.985,0.803,0.182,0.0,0.0,0.015,0.831,0.887,0.583,,,0.0,0.667,,0.394,25.0,0.0,,0.0,0.0,kalkbry01,0.0,2025-26
136.0,Naz Reid,26.0,MIN,C,13.0,0.0,316.0,14.2,0.542,0.531,0.146,5.9,19.2,12.8,11.9,2.0,3.5,11.5,21.0,0.1,0.4,0.5,0.08,-1.0,0.5,-0.5,0.1,,reidna01,4.4,10.0,0.438,1.8,5.3,0.348,2.5,4.7,0.541,0.531,0.9,1.5,0.632,1.2,4.4,5.6,2.1,1.0,0.9,1.4,2.8,11.5,16.3,0.469,0.138,0.246,0.077,0.008,0.531,0.541,0.778,0.5,0.3,0.0,0.348,0.485,0.917,0.023,1.0,0.333,0.435,1.0,0.0,reidna01,0.0,2025-26
137.0,Moses Moody,23.0,GSW,SG,13.0,5.0,315.0,15.4,0.64,0.717,0.258,2.1,11.0,6.4,9.3,1.8,3.2,10.1,20.0,0.4,0.4,0.8,0.124,1.5,-0.1,1.4,0.3,,moodymo01,4.1,9.2,0.442,3.0,6.6,0.453,1.1,2.6,0.412,0.604,2.0,2.4,0.839,0.5,2.3,2.8,1.5,0.9,0.8,1.2,1.8,13.2,20.2,0.283,0.092,0.117,0.042,0.033,0.717,0.412,0.636,0.429,0.0,0.25,0.453,0.5,0.974,0.025,2.0,0.186,0.563,0.0,0.0,moodymo01,0.0,2025-26
138.0,Jusuf Nurkić,31.0,UTA,C,13.0,8.0,314.0,11.5,0.433,0.255,0.351,9.7,32.8,21.1,21.0,3.5,1.9,24.4,18.5,-0.5,0.5,0.0,0.0,-4.8,2.1,-2.8,-0.1,,nurkiju01,2.7,7.2,0.372,0.3,1.8,0.167,2.4,5.4,0.443,0.394,1.5,2.5,0.606,2.2,7.3,9.5,3.6,1.8,0.5,2.7,2.8,7.2,10.1,0.745,0.213,0.5,0.032,0.0,0.255,0.443,0.55,0.404,0.333,,0.167,0.516,1.0,0.043,3.0,0.0,,0.0,0.0,nurkiju01,0.0,2025-26
139.0,Collin Sexton,27.0,CHO,SG,12.0,9.0,314.0,15.0,0.622,0.352,0.432,1.1,8.9,5.1,29.2,1.4,0.0,19.5,24.5,0.4,0.1,0.5,0.074,-0.4,-2.2,-2.6,-0.1,,sextoco01,5.0,10.4,0.48,1.6,3.7,0.432,3.4,6.8,0.506,0.556,3.8,4.5,0.852,0.3,2.1,2.3,5.0,0.8,0.0,3.0,2.4,15.4,13.4,0.648,0.264,0.232,0.08,0.072,0.352,0.506,0.788,0.345,0.3,0.222,0.432,0.415,0.737,0.0,0.0,0.136,0.5,0.0,0.0,sextoco01,0.0,2025-26
140.0,Norman Powell,32.0,MIA,SG,10.0,10.0,313.0,21.1,0.665,0.445,0.445,1.1,11.7,6.7,11.2,1.7,0.6,10.1,28.5,0.8,0.3,1.0,0.161,4.3,-0.3,3.9,0.5,,powelno01,7.9,16.4,0.482,3.5,7.3,0.479,4.4,9.1,0.484,0.588,6.8,7.3,0.932,0.3,3.8,4.1,2.4,1.2,0.2,2.2,2.4,26.1,14.6,0.555,0.195,0.268,0.055,0.037,0.445,0.484,0.563,0.455,0.444,0.333,0.479,0.477,0.857,0.018,2.0,0.205,0.4,0.0,0.0,powelno01,0.0,2025-26
141.0,Kel'el Ware,21.0,MIA,C,13.0,10.0,312.0,18.2,0.61,0.333,0.229,11.9,26.6,19.7,3.8,1.9,5.3,10.1,16.8,0.4,0.6,1.0,0.157,0.5,0.5,1.0,0.2,,wareke01,4.2,8.1,0.524,1.0,2.7,0.371,3.2,5.4,0.6,0.586,1.4,1.8,0.75,2.6,6.6,9.2,0.7,1.0,1.4,1.0,1.9,10.8,10.5,0.667,0.381,0.238,0.038,0.01,0.333,0.6,0.725,0.44,0.25,1.0,0.371,0.786,1.0,0.21,20.0,0.429,0.4,0.0,0.0,wareke01,0.0,2025-26
142.0,Jarrett Allen,27.0,CLE,C,12.0,12.0,311.0,21.8,0.634,0.033,0.496,9.5,23.5,16.1,10.4,2.1,3.3,11.4,21.6,0.7,0.5,1.2,0.184,1.5,0.7,2.2,0.3,,allenja01,5.9,10.1,0.587,0.0,0.3,0.0,5.9,9.8,0.607,0.587,3.8,5.0,0.75,2.4,5.3,7.8,1.8,1.2,0.9,1.6,1.5,15.6,5.4,0.967,0.339,0.537,0.083,0.008,0.033,0.607,0.78,0.508,0.5,1.0,0.0,0.817,,0.215,24.0,0.75,0.0,0.0,0.0,allenja01,0.0,2025-26
143.0,Isaac Okoro,25.0,CHI,SG,12.0,12.0,310.0,8.7,0.572,0.468,0.215,5.4,6.9,6.2,9.6,0.9,2.4,14.8,13.7,0.2,0.2,0.3,0.049,-3.0,-0.9,-3.9,-0.1,,okorois01,2.9,6.6,0.443,1.2,3.1,0.378,1.8,3.5,0.5,0.532,1.3,1.4,0.882,1.3,1.8,3.0,1.9,0.5,0.8,1.3,3.3,8.3,12.4,0.532,0.43,0.089,0.013,0.0,0.468,0.5,0.588,0.143,0.0,,0.378,0.667,1.0,0.038,3.0,0.703,0.385,0.0,0.0,okorois01,0.0,2025-26
144.0,Ron Holland,20.0,DET,SF,13.0,4.0,309.0,9.4,0.485,0.395,0.193,4.1,13.0,8.5,10.4,3.5,0.9,16.3,19.5,-0.3,0.6,0.2,0.038,-5.2,1.5,-3.7,-0.1,,hollaro01,3.4,8.8,0.386,1.0,3.5,0.289,2.4,5.3,0.449,0.443,1.5,1.7,0.864,0.9,2.9,3.8,1.8,1.8,0.2,1.8,3.0,9.2,13.1,0.605,0.184,0.325,0.053,0.044,0.395,0.449,0.571,0.459,0.167,0.2,0.289,0.484,1.0,0.096,10.0,0.622,0.321,0.0,0.0,hollaro01,0.0,2025-26
145.0,D'Angelo Russell,29.0,DAL,PG,14.0,3.0,308.0,12.5,0.486,0.461,0.355,2.1,11.4,6.8,36.2,1.2,0.5,15.0,28.1,-0.4,0.3,0.0,-0.002,-1.5,-1.7,-3.2,-0.1,,russeda01,4.1,10.9,0.382,1.2,5.0,0.243,2.9,5.9,0.5,0.438,2.7,3.9,0.704,0.4,2.4,2.9,4.9,0.6,0.1,2.2,1.3,12.2,16.7,0.539,0.079,0.25,0.158,0.053,0.461,0.5,0.667,0.474,0.5,0.375,0.243,0.341,0.824,0.0,0.0,0.143,0.2,0.0,0.0,russeda01,0.0,2025-26
146.0,Mark Williams,24.0,PHO,C,12.0,9.0,305.0,20.0,0.657,0.0,0.42,12.7,24.9,18.8,5.1,2.4,3.4,8.8,15.7,0.8,0.5,1.3,0.206,0.4,0.0,0.4,0.2,,willima07,4.5,7.3,0.614,0.0,0.0,,4.5,7.3,0.614,0.614,2.4,3.1,0.784,2.8,5.6,8.4,0.9,1.3,0.9,0.8,2.8,11.4,4.1,1.0,0.477,0.443,0.08,0.0,0.0,0.614,0.714,0.513,0.571,,,0.778,,0.295,24.0,,,0.0,0.0,willima07,0.0,2025-26
147.0,Sam Hauser,28.0,BOS,PF,14.0,2.0,301.0,7.6,0.465,0.885,0.042,3.5,12.8,8.0,7.7,1.2,1.3,9.3,15.2,-0.1,0.3,0.2,0.031,-2.2,-0.9,-3.0,-0.1,,hausesa01,2.1,6.9,0.313,2.0,6.1,0.329,0.1,0.8,0.182,0.458,0.2,0.3,0.75,0.7,2.5,3.2,1.3,0.5,0.3,0.7,1.0,6.5,24.9,0.115,0.0,0.021,0.031,0.063,0.885,0.182,,0.0,0.333,0.167,0.329,1.0,0.893,0.0,0.0,0.129,0.273,0.0,0.0,hausesa01,0.0,2025-26
148.0,Keldon Johnson,26.0,SAS,SF,13.0,0.0,301.0,18.4,0.624,0.269,0.25,12.5,17.9,15.3,10.6,1.6,0.3,7.2,17.5,0.8,0.4,1.2,0.194,1.6,-0.1,1.5,0.3,,johnske04,4.5,8.0,0.558,0.5,2.2,0.25,3.9,5.8,0.671,0.591,1.6,2.0,0.808,2.4,3.8,6.2,1.7,0.8,0.1,0.7,1.9,11.1,8.0,0.731,0.587,0.135,0.0,0.01,0.269,0.671,0.705,0.5,,1.0,0.25,0.569,0.857,0.115,11.0,0.821,0.217,0.0,0.0,johnske04,0.0,2025-26
149.0,Moussa Diabaté,24.0,CHO,C,13.0,1.0,300.0,22.4,0.698,0.0,0.68,20.7,19.1,19.9,6.4,1.4,5.0,9.3,14.9,1.1,0.3,1.4,0.219,2.1,-0.6,1.5,0.3,,diabamo01,3.8,5.8,0.667,0.0,0.0,,3.8,5.8,0.667,0.667,2.8,3.9,0.706,4.1,3.9,8.0,1.0,0.7,1.3,0.8,2.5,10.5,3.3,1.0,0.6,0.347,0.04,0.013,0.0,0.667,0.756,0.577,0.333,0.0,,0.7,,0.253,16.0,,,0.0,0.0,diabamo01,0.0,2025-26
150.0,Zaccharie Risacher,20.0,ATL,SF,12.0,12.0,297.0,14.0,0.568,0.453,0.148,2.6,8.9,5.8,8.9,2.2,2.2,6.8,20.8,0.1,0.4,0.5,0.081,-1.2,-0.3,-1.5,0.0,,risacza01,5.1,10.7,0.477,1.7,4.8,0.345,3.4,5.8,0.586,0.555,1.1,1.6,0.684,0.6,2.1,2.7,1.5,1.2,0.6,0.8,1.8,12.9,14.7,0.547,0.305,0.141,0.039,0.063,0.453,0.586,0.667,0.556,0.6,0.25,0.345,0.756,0.9,0.102,11.0,0.224,0.462,0.0,0.0,risacza01,0.0,2025-26
151.0,Chet Holmgren,23.0,OKC,PF,10.0,10.0,296.0,21.8,0.696,0.347,0.398,5.7,23.5,15.0,9.3,1.1,4.5,13.2,23.3,0.7,0.7,1.5,0.242,2.7,2.3,5.0,0.5,,holmgch01,6.8,11.8,0.576,1.6,4.1,0.39,5.2,7.7,0.675,0.644,4.1,4.7,0.872,1.5,6.7,8.2,1.8,0.7,1.3,2.1,3.8,19.3,13.3,0.653,0.254,0.212,0.127,0.059,0.347,0.675,0.8,0.6,0.533,0.714,0.39,0.692,0.875,0.119,12.0,0.098,0.25,0.0,0.0,holmgch01,0.0,2025-26
152.0,Tre Mann,24.0,CHO,PG,13.0,1.0,295.0,8.2,0.458,0.49,0.09,4.0,12.5,8.4,21.8,1.3,0.6,15.2,25.1,-0.4,0.1,-0.3,-0.051,-3.9,-2.3,-6.2,-0.3,,manntr01,4.0,11.2,0.359,1.7,5.5,0.31,2.3,5.7,0.405,0.434,0.9,1.0,0.923,0.8,2.5,3.3,3.3,0.6,0.2,2.1,2.3,10.6,16.5,0.51,0.138,0.214,0.131,0.028,0.49,0.405,0.6,0.323,0.263,0.75,0.31,0.267,0.818,0.014,2.0,0.225,0.5,0.0,0.0,manntr01,0.0,2025-26
153.0,Javonte Green,32.0,DET,SG,13.0,3.0,294.0,10.2,0.497,0.525,0.388,4.7,13.3,9.0,7.3,2.1,2.3,9.6,14.4,0.1,0.5,0.5,0.085,-2.6,0.8,-1.8,0.0,,greenja02,2.2,6.2,0.363,1.0,3.2,0.31,1.2,2.9,0.421,0.444,1.7,2.4,0.71,1.0,2.8,3.8,1.3,1.0,0.5,0.8,1.5,7.2,15.6,0.475,0.225,0.2,0.025,0.025,0.525,0.421,0.611,0.313,0.0,0.0,0.31,0.813,1.0,0.088,6.0,0.333,0.357,0.0,0.0,greenja02,0.0,2025-26
154.0,Ausar Thompson,23.0,DET,SF,10.0,10.0,291.0,16.7,0.526,0.113,0.339,7.3,16.7,12.0,16.9,2.9,2.4,9.6,20.5,0.2,0.6,0.8,0.128,-0.3,2.2,1.9,0.3,,thompau01,5.8,11.5,0.504,0.4,1.3,0.308,5.4,10.2,0.529,0.522,1.9,3.9,0.487,2.0,4.6,6.6,3.4,1.8,0.7,1.4,2.9,13.9,7.5,0.887,0.33,0.435,0.096,0.026,0.113,0.529,0.579,0.54,0.364,0.333,0.308,0.556,1.0,0.165,16.0,0.308,0.5,0.0,0.0,thompau01,0.0,2025-26
155.0,Derik Queen,21.0,NOP,C,13.0,1.0,290.0,15.4,0.549,0.095,0.41,7.3,24.3,15.1,18.8,2.0,3.3,17.3,21.8,0.0,0.2,0.2,0.038,-2.6,0.3,-2.3,0.0,,queende01,3.9,8.1,0.486,0.1,0.8,0.1,3.8,7.3,0.526,0.49,2.5,3.3,0.767,1.6,4.5,6.1,2.6,0.9,0.7,2.0,3.0,10.5,7.2,0.905,0.4,0.343,0.114,0.048,0.095,0.526,0.738,0.389,0.417,0.0,0.1,0.42,0.0,0.076,8.0,0.1,0.0,0.0,0.0,queende01,0.0,2025-26
156.0,Bobby Portis,30.0,MIL,PF,14.0,0.0,286.0,12.4,0.56,0.376,0.068,6.8,23.1,15.1,8.3,0.7,0.3,13.0,21.0,0.0,0.2,0.2,0.033,-1.8,-2.6,-4.4,-0.2,,portibo01,3.9,8.4,0.47,1.4,3.1,0.432,2.6,5.2,0.493,0.551,0.4,0.6,0.75,1.2,4.3,5.5,1.2,0.3,0.1,1.3,1.8,9.6,15.5,0.624,0.145,0.197,0.179,0.103,0.376,0.493,0.765,0.522,0.381,0.25,0.432,0.778,1.0,0.017,2.0,0.227,0.5,0.0,0.0,portibo01,0.0,2025-26
157.0,Nikola Jović,22.0,MIA,PF,13.0,1.0,284.0,10.8,0.534,0.495,0.368,3.9,17.0,10.8,18.1,1.4,2.0,18.5,19.5,-0.1,0.3,0.2,0.038,-2.9,0.8,-2.1,0.0,,jovicni01,3.0,7.3,0.411,1.1,3.6,0.298,1.9,3.7,0.521,0.484,2.0,2.7,0.743,0.8,3.8,4.6,3.2,0.7,0.5,1.9,2.6,9.1,15.3,0.505,0.211,0.253,0.021,0.021,0.495,0.521,0.6,0.5,0.5,0.0,0.298,0.64,1.0,0.011,1.0,0.149,0.143,0.0,0.0,jovicni01,0.0,2025-26
158.0,Dean Wade,29.0,CLE,PF,13.0,2.0,284.0,9.0,0.512,0.738,0.185,4.3,12.9,8.4,7.6,1.5,2.3,5.4,10.6,0.2,0.3,0.5,0.086,-2.2,0.7,-1.5,0.0,,wadede01,1.8,5.0,0.369,1.2,3.7,0.313,0.7,1.3,0.529,0.485,0.7,0.9,0.75,0.9,2.5,3.4,1.3,0.7,0.5,0.3,1.8,5.5,19.3,0.262,0.2,0.0,0.046,0.015,0.738,0.529,0.615,,0.333,0.0,0.313,0.778,0.933,0.046,3.0,0.375,0.278,0.0,0.0,wadede01,0.0,2025-26
159.0,Jaylon Tyson,23.0,CLE,SG,11.0,7.0,284.0,14.1,0.637,0.578,0.144,5.4,11.7,8.4,9.8,2.3,2.9,10.3,15.2,0.4,0.4,0.8,0.138,0.1,1.4,1.5,0.3,,tysonja01,4.0,8.2,0.489,2.2,4.7,0.462,1.8,3.5,0.526,0.622,0.9,1.2,0.769,1.4,2.6,4.0,1.8,1.3,0.8,1.0,3.8,11.1,15.9,0.422,0.233,0.167,0.011,0.011,0.578,0.526,0.762,0.267,0.0,0.0,0.462,0.65,1.0,0.111,6.0,0.365,0.421,0.0,0.0,tysonja01,0.0,2025-26
160.0,Sam Merrill,29.0,CLE,SG,11.0,7.0,283.0,13.8,0.65,0.849,0.151,2.9,4.8,3.8,13.4,1.0,0.7,7.4,17.4,0.7,0.2,0.8,0.14,1.8,-0.9,0.8,0.2,,merrisa01,4.3,9.6,0.443,3.5,8.2,0.422,0.8,1.5,0.563,0.623,1.4,1.5,0.938,0.7,1.1,1.8,2.5,0.5,0.2,0.8,3.1,13.4,22.9,0.151,0.057,0.028,0.038,0.028,0.849,0.563,1.0,0.333,0.0,0.667,0.422,0.778,0.895,0.0,0.0,0.144,0.462,0.0,0.0,merrisa01,0.0,2025-26
161.0,Klay Thompson,35.0,DAL,SF,13.0,7.0,281.0,8.0,0.471,0.746,0.046,1.1,12.1,6.7,13.7,0.5,1.5,10.2,22.0,-0.4,0.3,-0.2,-0.026,-2.2,-1.7,-3.9,-0.1,,thompkl01,3.4,10.0,0.338,2.4,7.5,0.32,1.0,2.5,0.394,0.458,0.5,0.5,1.0,0.2,2.5,2.8,1.9,0.2,0.4,1.2,0.8,9.6,21.9,0.254,0.031,0.046,0.054,0.123,0.746,0.394,0.5,0.167,0.143,0.563,0.32,0.846,0.903,0.0,0.0,0.216,0.333,0.0,0.0,thompkl01,0.0,2025-26
162.0,Tim Hardaway Jr.,33.0,DEN,SG,12.0,1.0,280.0,15.5,0.68,0.684,0.184,1.3,7.4,4.6,9.0,0.9,0.3,2.8,16.5,0.8,0.3,1.1,0.185,3.2,-0.8,2.5,0.3,,hardati02,3.9,8.2,0.48,2.8,5.6,0.493,1.2,2.6,0.452,0.648,1.4,1.5,0.944,0.3,1.7,1.9,1.6,0.4,0.1,0.3,1.3,12.0,19.9,0.316,0.102,0.112,0.041,0.061,0.684,0.452,0.6,0.273,0.5,0.5,0.493,0.786,0.939,0.02,1.0,0.209,0.571,0.0,0.0,hardati02,0.0,2025-26
163.0,Pelle Larsson,24.0,MIA,SG,13.0,10.0,279.0,13.6,0.673,0.476,0.321,2.0,9.0,5.7,16.3,1.0,0.7,13.5,16.2,0.5,0.2,0.7,0.114,-0.2,-0.2,-0.4,0.1,,larsspe01,3.5,6.5,0.548,1.2,3.1,0.375,2.4,3.4,0.705,0.637,1.7,2.1,0.815,0.4,2.0,2.4,2.7,0.5,0.2,1.2,1.9,9.9,14.4,0.524,0.19,0.286,0.048,0.0,0.476,0.705,0.938,0.583,0.5,,0.375,0.613,1.0,0.048,4.0,0.25,0.3,0.0,0.0,larsspe01,0.0,2025-26
164.0,Tyrese Martin,26.0,BRK,SG,13.0,2.0,275.0,9.5,0.47,0.588,0.093,5.4,12.2,8.5,17.7,1.2,1.0,12.2,17.8,-0.1,0.0,-0.1,-0.025,-2.0,-2.3,-4.4,-0.2,,martity01,2.8,7.5,0.371,1.3,4.4,0.298,1.5,3.1,0.475,0.459,0.5,0.7,0.667,1.1,2.1,3.2,2.5,0.5,0.2,1.1,1.0,7.3,17.1,0.412,0.186,0.186,0.031,0.01,0.588,0.475,0.722,0.333,0.0,0.0,0.298,0.421,0.941,0.031,3.0,0.228,0.308,0.0,0.0,martity01,0.0,2025-26
165.0,Reed Sheppard,21.0,HOU,PG,12.0,0.0,275.0,18.8,0.64,0.605,0.079,1.3,11.4,6.5,19.0,3.4,1.4,11.3,19.9,0.7,0.4,1.1,0.197,3.5,2.0,5.5,0.5,,sheppre01,4.7,9.5,0.491,2.8,5.8,0.478,1.9,3.8,0.511,0.636,0.5,0.8,0.667,0.3,2.4,2.7,3.1,1.6,0.3,1.3,2.0,12.6,20.1,0.395,0.035,0.149,0.132,0.079,0.605,0.511,0.75,0.529,0.4,0.556,0.478,0.348,0.758,0.009,1.0,0.188,0.462,0.0,0.0,sheppre01,0.0,2025-26
166.0,Luke Kennard,29.0,ATL,SG,12.0,0.0,274.0,11.0,0.643,0.583,0.181,3.3,7.3,5.3,10.1,2.1,0.3,16.2,14.3,0.2,0.3,0.5,0.083,-1.6,-0.3,-1.9,0.0,,kennalu01,2.9,6.0,0.486,1.5,3.5,0.429,1.4,2.5,0.567,0.611,1.0,1.1,0.923,0.7,1.6,2.3,1.8,1.0,0.1,1.3,1.3,8.3,17.5,0.417,0.167,0.111,0.069,0.069,0.583,0.567,0.583,0.375,0.6,0.8,0.429,0.647,1.0,0.0,0.0,0.333,0.5,0.0,0.0,kennalu01,0.0,2025-26
167.0,Kris Murray,25.0,POR,SF,12.0,0.0,273.0,8.9,0.546,0.339,0.107,5.7,9.9,7.6,6.1,2.2,0.6,10.7,9.5,0.2,0.2,0.3,0.06,-2.5,0.5,-2.0,0.0,,murrakr01,2.3,4.7,0.482,0.5,1.6,0.316,1.8,3.1,0.568,0.536,0.3,0.5,0.667,1.3,1.9,3.2,1.1,1.1,0.2,0.6,1.8,5.3,10.1,0.661,0.5,0.161,0.0,0.0,0.339,0.568,0.643,0.333,,,0.316,0.762,1.0,0.125,7.0,0.474,0.333,0.0,0.0,murrakr01,0.0,2025-26
168.0,Anthony Edwards,24.0,MIN,SG,9.0,9.0,273.0,24.9,0.622,0.429,0.371,3.4,12.8,8.4,20.1,1.7,2.0,10.0,34.2,0.7,0.3,1.0,0.173,6.2,-0.5,5.7,0.5,,edwaran01,9.0,18.9,0.476,3.3,8.1,0.411,5.7,10.8,0.526,0.565,6.0,7.0,0.857,0.9,3.7,4.6,3.7,1.1,0.7,2.4,1.7,27.3,15.9,0.571,0.176,0.171,0.124,0.1,0.429,0.526,0.767,0.414,0.381,0.471,0.411,0.373,0.533,0.047,8.0,0.027,0.5,0.0,0.0,edwaran01,0.0,2025-26
169.0,Josh Hart,30.0,NYK,SF,11.0,0.0,272.0,14.2,0.56,0.425,0.163,6.7,24.2,14.8,22.7,1.6,0.4,18.1,15.8,0.3,0.3,0.6,0.11,-0.1,0.8,0.7,0.2,,hartjo01,3.4,7.3,0.463,1.1,3.1,0.353,2.3,4.2,0.543,0.538,0.9,1.2,0.769,1.6,5.1,6.7,4.3,0.8,0.1,1.7,1.9,8.7,13.4,0.575,0.35,0.088,0.1,0.038,0.425,0.543,0.714,0.286,0.375,0.0,0.353,0.68,0.833,0.038,3.0,0.412,0.357,0.0,0.0,hartjo01,1.0,2025-26
170.0,Josh Okogie,27.0,HOU,SG,12.0,10.0,271.0,14.0,0.66,0.556,0.349,4.7,6.4,5.6,7.0,3.5,0.7,8.8,12.1,0.6,0.3,1.0,0.17,-0.1,2.0,1.9,0.3,,okogijo01,2.6,5.3,0.492,1.3,2.9,0.457,1.3,2.3,0.536,0.619,1.5,1.8,0.818,0.9,1.3,2.3,1.3,1.6,0.2,0.6,2.1,8.0,14.8,0.444,0.302,0.143,0.0,0.0,0.556,0.536,0.684,0.222,,,0.457,0.533,1.0,0.127,5.0,0.514,0.5,0.0,0.0,okogijo01,0.0,2025-26
